#,R_fighter,B_fighter,date,location,country,Winner,weight_class,gender,no_of_rounds,B_losses,B_total_rounds_fought,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_losses,R_total_rounds_fought,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,win_dif,loss_dif,height_dif,reach_dif,age_dif,better_rank
1457,Dan Ige,Julio Arce,1/20/2018,"Boston, Massachusetts, USA", USA,Blue,Featherweight,MALE,3,0,0,0,Southpaw,170.18,177.8,145,0,0,0,Orthodox,170.18,180.34,145,26,28,0,0,0,0,0.0,-2.54,-2,neither
1458,Matt Bessette,Enrique Barzola,1/20/2018,"Boston, Massachusetts, USA", USA,Blue,Featherweight,MALE,3,1,12,3,Switch,170.18,177.8,145,0,0,0,Orthodox,177.8,177.8,145,33,28,0,2,3,-1,-7.62,0.0,5,neither
1459,Islam Makhachev,Gleison Tibau,1/20/2018,"Boston, Massachusetts, USA", USA,Red,Lightweight,MALE,3,10,63,16,Southpaw,177.8,180.34,155,1,9,3,Orthodox,177.8,177.8,155,26,34,-2,-2,13,-9,0.0,2.54,-8,neither
1460,Jeremy Stephens,Dooho Choi,1/14/2018,"St. Louis, Missouri, USA", USA,Red,Featherweight,MALE,5,1,6,3,Orthodox,177.8,177.8,145,13,71,13,Orthodox,172.72,180.34,145,31,26,-1,-1,-10,12,5.08,-2.54,5,Red
1461,Paige VanZant,Jessica-Rose Clark,1/14/2018,"St. Louis, Missouri, USA", USA,Blue,Women's Flyweight,FEMALE,3,0,3,1,Orthodox,165.1,162.56,125,2,17,4,Orthodox,162.56,165.1,115,23,30,1,1,-3,2,2.54,-2.54,-7,Blue
1462,Kamaru Usman,Emil Meek,1/14/2018,"St. Louis, Missouri, USA", USA,Red,Welterweight,MALE,3,0,3,1,Switch,180.34,187.96,170,0,15,6,Switch,182.88,193.04,170,30,29,0,-5,-5,0,-2.54,-5.08,1,Red
1463,Darren Elkins,Michael Johnson,1/14/2018,"St. Louis, Missouri, USA", USA,Red,Featherweight,MALE,3,8,42,9,Southpaw,177.8,185.42,145,4,43,13,Orthodox,177.8,180.34,145,33,31,-2,-5,-4,-4,0.0,5.08,2,Red
1464,James Krause,Alex White,1/14/2018,"St. Louis, Missouri, USA", USA,Red,Lightweight,MALE,3,3,15,3,Southpaw,182.88,180.34,155,3,18,5,Orthodox,187.96,185.42,170,31,29,0,-2,-2,0,-5.08,-5.08,2,neither
1465,Matt Frevola,Polo Reyes,1/14/2018,"St. Louis, Missouri, USA", USA,Blue,Lightweight,MALE,3,1,8,3,Orthodox,180.34,180.34,155,0,0,0,Orthodox,175.26,180.34,155,27,33,-1,0,3,-1,5.08,0.0,-6,neither
1466,Talita Bernardo,Irene Aldana,1/14/2018,"St. Louis, Missouri, USA", USA,Blue,Women's Bantamweight,FEMALE,3,2,6,0,Orthodox,175.26,172.72,135,1,3,0,Orthodox,162.56,172.72,135,30,29,-1,0,0,-1,12.7,0.0,1,neither
1467,Kyung Ho Kang,Guido Cannetti,1/14/2018,"St. Louis, Missouri, USA", USA,Red,Bantamweight,MALE,3,1,5,1,Southpaw,167.64,172.72,135,2,12,2,Orthodox,175.26,185.42,135,30,38,0,-1,-1,1,-7.62,-12.7,-8,neither
1468,Kalindra Faria,Jessica Eye,1/14/2018,"St. Louis, Missouri, USA", USA,Blue,Women's Flyweight,FEMALE,3,6,20,1,Orthodox,167.64,167.64,125,1,1,0,Switch,170.18,157.0,125,31,31,-3,0,1,-5,-2.54,10.64,0,Red
1469,Danielle Taylor,JJ Aldrich,1/14/2018,"St. Louis, Missouri, USA", USA,Blue,Women's Strawweight,FEMALE,3,1,6,1,Southpaw,165.1,170.18,125,1,9,2,Orthodox,152.4,152.4,115,28,25,0,-1,-1,0,12.7,17.78,3,neither
1470,Mads Burnell,Mike Santiago,1/14/2018,"St. Louis, Missouri, USA", USA,Red,Featherweight,MALE,3,1,2,0,Orthodox,177.8,175.26,145,1,3,0,Orthodox,172.72,175.26,145,23,28,0,0,0,0,5.08,0.0,-5,neither
1471,Cris Cyborg,Holly Holm,12/30/2017,"Las Vegas, Nevada, USA", USA,Red,Women's Featherweight,FEMALE,5,3,26,4,Southpaw,172.72,175.26,145,0,6,3,Orthodox,172.72,172.72,145,32,36,0,-2,1,-3,0.0,2.54,-4,Red
1472,Khabib Nurmagomedov,Edson Barboza,12/30/2017,"Las Vegas, Nevada, USA", USA,Red,Lightweight,MALE,3,4,40,13,Orthodox,180.34,190.5,155,0,21,8,Orthodox,177.8,177.8,155,29,31,0,-5,5,-4,2.54,12.7,-2,Red
1473,Dan Hooker,Marc Diakiese,12/30/2017,"Las Vegas, Nevada, USA", USA,Red,Lightweight,MALE,3,0,6,3,Orthodox,177.8,185.42,155,3,15,4,Switch,182.88,190.5,155,27,24,0,2,-1,3,-5.08,-5.08,3,neither
1474,Cynthia Calvillo,Carla Esparza,12/30/2017,"Las Vegas, Nevada, USA", USA,Blue,Women's Strawweight,FEMALE,3,2,11,2,Orthodox,154.94,160.02,115,0,7,3,Orthodox,162.56,162.56,115,30,30,-1,-3,-1,-2,-7.62,-2.54,0,Red
1475,Carlos Condit,Neil Magny,12/30/2017,"Las Vegas, Nevada, USA", USA,Blue,Welterweight,MALE,3,5,44,12,Orthodox,190.5,203.2,170,6,38,7,Orthodox,187.96,190.5,170,33,30,1,0,5,1,2.54,12.7,3,Red
1476,Myles Jury,Rick Glenn,12/30/2017,"Las Vegas, Nevada, USA", USA,Red,Featherweight,MALE,3,1,9,2,Southpaw,182.88,177.8,145,2,18,7,Orthodox,177.8,185.42,145,29,28,0,1,-5,1,5.08,-7.62,1,Red
1477,Louis Smolka,Matheus Nicolau,12/30/2017,"Las Vegas, Nevada, USA", USA,Blue,Flyweight,MALE,3,0,6,2,Orthodox,167.64,167.64,125,4,23,5,Orthodox,175.26,172.72,135,26,24,3,2,-3,4,-7.62,-5.08,2,Red
1478,Tim Elliott,Mark De La Rosa,12/30/2017,"Las Vegas, Nevada, USA", USA,Red,Bantamweight,MALE,3,0,0,0,Orthodox,167.64,165.1,135,6,25,3,Southpaw,170.18,167.64,135,31,23,1,0,-3,6,-2.54,-2.54,8,neither
1479,Robbie Lawler,Rafael Dos Anjos,12/16/2017,"Winnipeg, Manitoba, Canada", Canada,Blue,Welterweight,MALE,5,7,59,16,Southpaw,172.72,177.8,170,5,52,13,Southpaw,180.34,187.96,170,35,33,0,1,3,-2,-7.62,-10.16,2,Red
1480,Ricardo Lamas,Josh Emmett,12/16/2017,"Winnipeg, Manitoba, Canada", Canada,Blue,Featherweight,MALE,3,1,12,3,Orthodox,167.64,177.8,145,3,27,9,Orthodox,172.72,180.34,145,35,32,0,-1,-6,2,-5.08,-2.54,3,Red
1481,Santiago Ponzinibbio,Mike Perry,12/16/2017,"Winnipeg, Manitoba, Canada", Canada,Red,Welterweight,MALE,3,1,10,4,Orthodox,177.8,180.34,170,2,18,7,Orthodox,182.88,185.42,170,31,26,0,-3,-3,1,-5.08,-5.08,5,Red
1482,Glover Teixeira,Misha Cirkunov,12/16/2017,"Winnipeg, Manitoba, Canada", Canada,Red,Light Heavyweight,MALE,3,1,8,4,Orthodox,190.5,195.58,205,4,31,9,Orthodox,187.96,193.04,205,38,30,0,0,-5,3,2.54,2.54,8,Red
1483,Jared Cannonier,Jan Blachowicz,12/16/2017,"Winnipeg, Manitoba, Canada", Canada,Blue,Light Heavyweight,MALE,3,4,18,3,Orthodox,187.96,198.12,205,2,11,3,Switch,180.34,195.58,185,33,34,0,0,0,-2,7.62,2.54,-1,Red
1484,Julian Marquez,Darren Stewart,12/16/2017,"Winnipeg, Manitoba, Canada", Canada,Red,Middleweight,MALE,3,3,5,0,Orthodox,182.88,187.96,185,0,0,0,Orthodox,187.96,190.5,185,27,26,-3,0,0,-3,-5.08,-2.54,1,neither
1485,Chad Laprise,Galore Bofando,12/16/2017,"Winnipeg, Manitoba, Canada", Canada,Red,Welterweight,MALE,3,0,1,1,Switch,180.34,182.88,170,2,17,5,Orthodox,177.8,180.34,170,31,35,0,-1,-4,2,2.54,2.54,-4,neither
1486,Nordine Taleb,Danny Roberts,12/16/2017,"Winnipeg, Manitoba, Canada", Canada,Red,Welterweight,MALE,3,1,9,3,Southpaw,185.42,187.96,170,2,19,5,Orthodox,185.42,187.96,170,36,30,0,0,-2,1,0.0,0.0,6,neither
1487,John Makdessi,Abel Trujillo,12/16/2017,"Winnipeg, Manitoba, Canada", Canada,Red,Lightweight,MALE,3,4,21,6,Orthodox,172.72,177.8,155,6,30,7,Orthodox,172.72,172.72,155,32,34,0,0,-1,2,0.0,5.08,-2,neither
1488,Alessio Di Chirico,Oluwale Bamgbose,12/16/2017,"Winnipeg, Manitoba, Canada", Canada,Red,Middleweight,MALE,3,3,7,1,Switch,180.34,198.12,185,2,7,1,Orthodox,182.88,187.96,185,28,30,-1,0,0,-1,-2.54,10.16,-2,neither
1489,Jordan Mein,Erick Silva,12/16/2017,"Winnipeg, Manitoba, Canada", Canada,Red,Welterweight,MALE,3,7,25,7,Orthodox,182.88,187.96,170,4,15,3,Orthodox,182.88,185.42,170,28,33,2,0,4,-3,0.0,2.54,-5,neither
1490,Cub Swanson,Brian Ortega,12/9/2017,"Fresno, California, USA", USA,Blue,Featherweight,MALE,5,1,13,4,Switch,172.72,175.26,145,3,40,10,Orthodox,172.72,177.8,145,34,26,0,0,-6,2,0.0,-2.54,8,Red
1491,Jason Knight,Gabriel Benitez,12/9/2017,"Fresno, California, USA", USA,Blue,Featherweight,MALE,3,2,12,3,Southpaw,172.72,180.34,145,2,15,4,Orthodox,177.8,180.34,145,25,29,0,0,-1,0,-5.08,0.0,-4,Red
1492,Marlon Moraes,Aljamain Sterling,12/9/2017,"Fresno, California, USA", USA,Red,Bantamweight,MALE,3,2,23,6,Orthodox,170.18,180.34,135,1,6,1,Orthodox,167.64,170.18,135,29,28,0,1,5,-1,2.54,10.16,1,Red
1493,Scott Holtzman,Darrell Horcher,12/9/2017,"Fresno, California, USA", USA,Red,Lightweight,MALE,3,1,5,1,Southpaw,177.8,177.8,155,2,15,3,Orthodox,175.26,175.26,155,34,30,0,0,-2,1,2.54,2.54,4,neither
1494,Eryk Anders,Markus Perez,12/9/2017,"Fresno, California, USA", USA,Red,Middleweight,MALE,3,0,0,0,Orthodox,185.42,185.42,185,0,1,1,Southpaw,185.42,190.5,185,30,29,0,-1,-1,0,0.0,-5.08,1,neither
1495,Albert Morales,Benito Lopez,12/9/2017,"Fresno, California, USA", USA,Blue,Bantamweight,MALE,3,0,0,0,Switch,177.8,185.42,135,3,11,1,Orthodox,175.26,182.88,135,26,23,1,0,-1,3,2.54,2.54,3,neither
1496,Alexis Davis,Liz Carmouche,12/9/2017,"Fresno, California, USA", USA,Red,Women's Flyweight,FEMALE,3,3,15,3,Orthodox,167.64,167.64,125,2,17,5,Orthodox,167.64,172.72,125,33,33,0,1,-2,-1,0.0,-5.08,0,neither
1497,Luke Sanders,Andre Soukhamthath,12/9/2017,"Fresno, California, USA", USA,Blue,Bantamweight,MALE,3,2,6,0,Orthodox,175.26,177.8,135,1,3,1,Southpaw,167.64,170.18,135,31,29,-1,0,-1,-1,7.62,7.62,2,neither
1498,Carls John De Tomas,Alex Perez,12/9/2017,"Fresno, California, USA", USA,Blue,Bantamweight,MALE,3,0,0,0,Orthodox,167.64,165.1,135,1,3,0,Southpaw,165.1,180.34,125,21,25,1,0,0,1,2.54,-15.24,-4,neither
1499,Frankie Saenz,Merab Dvalishvili,12/9/2017,"Fresno, California, USA", USA,Red,Bantamweight,MALE,3,0,0,0,Orthodox,167.64,172.72,135,3,18,3,Orthodox,167.64,167.64,135,37,26,3,0,-3,3,0.0,5.08,11,neither
1500,Alejandro Perez,Iuri Alcantara,12/9/2017,"Fresno, California, USA", USA,Red,Bantamweight,MALE,3,6,34,9,Southpaw,175.26,180.34,135,2,13,4,Orthodox,167.64,170.18,135,28,37,-1,-1,5,-4,7.62,10.16,-9,neither
1501,Chris Gruetzemacher,Davi Ramos,12/9/2017,"Fresno, California, USA", USA,Blue,Lightweight,MALE,3,1,3,0,Orthodox,167.64,177.8,155,1,5,1,Orthodox,172.72,172.72,155,31,31,0,0,-1,0,-5.08,5.08,0,neither
1502,Antonio Braga Neto,Trevin Giles,12/9/2017,"Fresno, California, USA", USA,Blue,Middleweight,MALE,3,0,2,1,Orthodox,182.88,187.96,185,1,4,1,Orthodox,190.5,195.58,185,30,25,1,1,0,1,-7.62,-7.62,5,neither
1503,Max Holloway,Jose Aldo,12/2/2017,"Detroit, Michigan, USA", USA,Red,Featherweight,MALE,5,2,39,8,Orthodox,170.18,177.8,145,3,43,14,Orthodox,180.34,175.26,155,25,31,-1,-11,-6,1,-10.16,2.54,-6,Red
1504,Alistair Overeem,Francis Ngannou,12/2/2017,"Detroit, Michigan, USA", USA,Blue,Heavyweight,MALE,3,0,7,5,Orthodox,193.04,210.82,250,4,24,8,Orthodox,193.04,203.2,265,37,31,0,3,-3,4,0.0,7.62,6,Red
1505,Henry Cejudo,Sergio Pettis,12/2/2017,"Detroit, Michigan, USA", USA,Red,Flyweight,MALE,3,2,28,7,Orthodox,167.64,175.26,135,2,18,5,Orthodox,162.56,162.56,135,30,24,0,3,2,0,5.08,12.7,6,Red
1506,Eddie Alvarez,Justin Gaethje,12/2/2017,"Detroit, Michigan, USA", USA,Red,Lightweight,MALE,3,0,2,1,Orthodox,180.34,177.8,155,3,14,3,Orthodox,175.26,175.26,155,33,29,2,1,-2,3,5.08,2.54,4,Red
1507,Tecia Torres,Michelle Waterson,12/2/2017,"Detroit, Michigan, USA", USA,Red,Women's Strawweight,FEMALE,3,1,6,2,Orthodox,160.02,157.48,115,1,17,5,Orthodox,154.94,152.4,115,28,31,-1,-2,-3,0,5.08,5.08,-3,Red
1508,Charles Oliveira,Paul Felder,12/2/2017,"Detroit, Michigan, USA", USA,Blue,Lightweight,MALE,3,3,22,6,Orthodox,180.34,177.8,155,8,34,10,Orthodox,177.8,187.96,155,28,33,0,1,-4,5,2.54,-10.16,-5,neither
1509,Alex Oliveira,Yancy Medeiros,12/2/2017,"Detroit, Michigan, USA", USA,Blue,Welterweight,MALE,3,5,17,5,Orthodox,177.8,190.5,155,3,22,7,Orthodox,180.34,193.04,170,29,30,0,0,-2,-2,-2.54,-2.54,-1,Red
1510,David Teymur,Drakkar Klose,12/2/2017,"Detroit, Michigan, USA", USA,Red,Lightweight,MALE,3,0,3,1,Orthodox,175.26,177.8,155,0,7,3,Southpaw,175.26,185.42,155,28,29,0,-2,-2,0,0.0,-7.62,-1,neither
1511,Felice Herrig,Cortney Casey,12/2/2017,"Detroit, Michigan, USA", USA,Red,Women's Strawweight,FEMALE,3,3,14,3,Orthodox,170.18,170.18,115,1,12,4,Orthodox,162.56,165.1,115,33,30,0,-2,-1,-2,7.62,5.08,3,Red
1512,Amanda Cooper,Angela Magana,12/2/2017,"Detroit, Michigan, USA", USA,Red,Women's Strawweight,FEMALE,3,2,6,0,Orthodox,154.94,165.1,115,2,5,1,Switch,160.02,162.56,115,26,34,-1,0,-1,0,-5.08,2.54,-8,neither
1513,Sabah Homasi,Abdul Razak Alhassan,12/2/2017,"Detroit, Michigan, USA", USA,Blue,Welterweight,MALE,3,1,4,1,Orthodox,177.8,185.42,170,1,2,0,Orthodox,182.88,182.88,170,29,32,0,0,1,0,-5.08,2.54,-3,neither
1514,Jeremy Kimball,Dominick Reyes,12/2/2017,"Detroit, Michigan, USA", USA,Blue,Light Heavyweight,MALE,3,0,0,0,Southpaw,193.04,195.58,205,1,2,1,Switch,182.88,182.88,205,26,27,0,-1,-1,1,10.16,12.7,-1,neither
1515,Justin Willis,Allen Crowder,12/2/2017,"Detroit, Michigan, USA", USA,Red,Heavyweight,MALE,3,0,0,0,Orthodox,190.5,193.04,245,0,3,1,Southpaw,185.42,198.12,264,30,28,0,-1,-1,0,5.08,-5.08,2,neither
1516,Nicco Montano,Roxanne Modafferi,12/1/2017,"Las Vegas, Nevada, USA", USA,Red,Women's Flyweight,FEMALE,5,1,3,0,Orthodox,170.18,175.26,125,0,0,0,Southpaw,165.1,165.1,125,28,35,-1,0,0,-1,5.08,10.16,-7,neither
1517,Sean O'Malley,Terrion Ware,12/1/2017,"Las Vegas, Nevada, USA", USA,Red,Bantamweight,MALE,3,1,3,0,Orthodox,172.72,180.34,135,0,0,0,Switch,180.34,182.88,135,23,31,-1,0,0,-1,-7.62,-2.54,-8,neither
1518,Barb Honchak,Lauren Murphy,12/1/2017,"Las Vegas, Nevada, USA", USA,Blue,Women's Flyweight,FEMALE,3,3,12,1,Orthodox,170.18,170.18,125,0,0,0,Orthodox,162.56,165.1,125,38,34,-1,0,1,-3,7.62,5.08,4,neither
1519,Eric Spicely,Gerald Meerschaert,12/1/2017,"Las Vegas, Nevada, USA", USA,Blue,Middleweight,MALE,3,1,4,2,Southpaw,185.42,195.58,185,1,3,2,Orthodox,185.42,185.42,185,31,29,-1,-2,0,0,0.0,10.16,2,neither
1520,Joe Soto,Brett Johns,12/1/2017,"Las Vegas, Nevada, USA", USA,Blue,Bantamweight,MALE,3,0,6,2,Orthodox,170.18,180.34,135,3,16,3,Orthodox,167.64,165.1,135,30,25,0,-1,-1,3,2.54,15.24,5,neither
1521,Christina Marks,Montana De La Rosa,12/1/2017,"Las Vegas, Nevada, USA", USA,Blue,Women's Flyweight,FEMALE,3,0,0,0,Orthodox,170.18,172.72,125,0,0,0,Orthodox,170.18,175.26,125,32,22,0,0,0,0,0.0,-2.54,10,neither
1522,Andrew Sanchez,Ryan Janes,12/1/2017,"Las Vegas, Nevada, USA", USA,Blue,Middleweight,MALE,3,2,7,1,Orthodox,190.5,193.04,185,1,9,2,Orthodox,185.42,187.96,185,29,36,-1,0,-1,-1,5.08,5.08,-7,neither
1523,Karine Gevorgyan,Rachael Ostovich,12/1/2017,"Las Vegas, Nevada, USA", USA,Blue,Women's Flyweight,FEMALE,3,0,0,0,Orthodox,160.02,157.48,125,0,0,0,Orthodox,162.56,160.02,125,28,26,0,0,0,0,-2.54,-2.54,2,neither
1524,Ariel Beck,Shana Dobson,12/1/2017,"Las Vegas, Nevada, USA", USA,Blue,Women's Flyweight,FEMALE,3,0,0,0,Orthodox,167.64,175.26,125,0,0,0,Southpaw,167.64,167.64,125,27,28,0,0,0,0,0.0,7.62,-1,neither
1525,Gillian Robertson,Emily Whitmire,12/1/2017,"Las Vegas, Nevada, USA", USA,Red,Women's Flyweight,FEMALE,3,0,0,0,Orthodox,165.1,160.02,115,0,0,0,Orthodox,165.1,160.02,125,22,26,0,0,0,0,0.0,0.0,-4,neither
1526,Michael Bisping,Kelvin Gastelum,11/25/2017,"Shanghai, Hebei, China", China,Blue,Middleweight,MALE,5,4,31,8,Southpaw,175.26,180.34,185,8,78,20,Orthodox,185.42,190.5,185,38,26,-1,0,-12,4,-10.16,-10.16,12,Red
1527,Li Jingliang,Zak Ottow,11/25/2017,"Shanghai, Hebei, China", China,Red,Welterweight,MALE,3,1,9,2,Orthodox,180.34,182.88,170,2,13,4,Orthodox,182.88,180.34,170,29,30,0,-1,-2,1,-2.54,2.54,-1,neither
1528,Wang Guan,Alex Caceres,11/25/2017,"Shanghai, Hebei, China", China,Red,Featherweight,MALE,3,9,45,8,Southpaw,177.8,185.42,145,0,0,0,Orthodox,175.26,180.34,145,31,29,0,1,8,-9,2.54,5.08,2,neither
1529,Muslim Salikhov,Alex Garcia,11/25/2017,"Shanghai, Hebei, China", China,Blue,Welterweight,MALE,3,3,17,4,Orthodox,175.26,182.88,170,0,0,0,Orthodox,180.34,177.8,170,33,30,-1,0,4,-3,-5.08,5.08,3,neither
1530,Zabit Magomedsharipov,Sheymon Moraes,11/25/2017,"Shanghai, Hebei, China", China,Red,Featherweight,MALE,3,0,0,0,Orthodox,172.72,182.88,145,0,2,1,Orthodox,185.42,185.42,145,26,27,0,-1,-1,0,-12.7,-2.54,-1,neither
1531,Song Kenan,Bobby Nash,11/25/2017,"Shanghai, Hebei, China", China,Red,Welterweight,MALE,3,2,4,0,Orthodox,182.88,187.96,170,0,0,0,Orthodox,182.88,180.34,170,27,27,-2,0,0,-2,0.0,7.62,0,neither
1532,Kailin Curran,Yan Xiaonan,11/25/2017,"Shanghai, Hebei, China", China,Blue,Women's Strawweight,FEMALE,3,0,0,0,Orthodox,165.1,160.02,115,5,15,1,Orthodox,162.56,165.1,115,26,28,3,0,-1,5,2.54,-5.08,-2,neither
1533,Song Yadong,Bharat Kandare,11/25/2017,"Shanghai, Hebei, China", China,Red,Featherweight,MALE,3,0,0,0,Orthodox,170.18,182.88,135,0,0,0,Orthodox,172.72,170.18,135,19,30,0,0,0,0,-2.54,12.7,-11,neither
1534,Chase Sherman,Shamil Abdurakhimov,11/25/2017,"Shanghai, Hebei, China", China,Blue,Heavyweight,MALE,3,2,11,2,Orthodox,190.5,193.04,235,2,10,2,Orthodox,193.04,198.12,250,28,36,-1,-2,0,0,-2.54,-5.08,-8,neither
1535,Wu Yanan,Gina Mazany,11/25/2017,"Shanghai, Hebei, China", China,Blue,Women's Bantamweight,FEMALE,3,1,1,0,Southpaw,167.64,172.72,135,0,0,0,Orthodox,172.72,167.64,125,21,29,-1,0,0,-1,-5.08,5.08,-8,neither
1536,Wuliji Buren,Rolando Dy,11/25/2017,"Shanghai, Hebei, China", China,Blue,Featherweight,MALE,3,2,5,0,Orthodox,172.72,175.26,145,0,0,0,Orthodox,175.26,175.26,135,28,27,-2,0,0,-2,-2.54,0.0,1,neither
1537,Cyril Asker,Hu Yaozong,11/25/2017,"Shanghai, Hebei, China", China,Red,Heavyweight,MALE,3,0,0,0,Orthodox,190.5,182.88,205,2,3,1,Orthodox,182.88,187.96,247,31,22,1,0,-1,2,7.62,-5.08,9,neither
1538,Fabricio Werdum,Marcin Tybura,11/18/2017,"Sydney, New South Wales, Australia", Australia,Red,Heavyweight,MALE,5,1,11,3,Orthodox,190.5,198.12,249,4,31,10,Orthodox,193.04,195.58,231,40,32,0,2,-7,3,-2.54,2.54,8,Red
1539,Bec Rawlings,Jessica-Rose Clark,11/18/2017,"Sydney, New South Wales, Australia", Australia,Blue,Women's Flyweight,FEMALE,3,0,0,0,Orthodox,165.1,162.56,125,3,12,2,Orthodox,167.64,162.56,125,28,29,2,0,-2,3,-2.54,0.0,-1,neither
1540,Tim Means,Belal Muhammad,11/18/2017,"Sydney, New South Wales, Australia", Australia,Blue,Welterweight,MALE,3,2,13,3,Orthodox,180.34,182.88,170,6,34,9,Orthodox,187.96,190.5,170,33,29,0,1,-6,4,-7.62,-7.62,4,neither
1541,Jake Matthews,Bojan Velickovic,11/18/2017,"Sydney, New South Wales, Australia", Australia,Red,Welterweight,MALE,3,3,15,2,Southpaw,182.88,193.04,170,3,15,4,Orthodox,180.34,185.42,170,23,28,1,0,-2,0,2.54,7.62,-5,neither
1542,Elias Theodorou,Daniel Kelly,11/18/2017,"Sydney, New South Wales, Australia", Australia,Red,Middleweight,MALE,3,2,18,6,Southpaw,182.88,177.8,185,2,19,5,Orthodox,185.42,190.5,185,29,40,0,0,1,0,-2.54,-12.7,-11,neither
1543,Alexander Volkanovski,Shane Young,11/18/2017,"Sydney, New South Wales, Australia", Australia,Red,Catch Weight,MALE,3,0,0,0,Orthodox,172.72,182.88,145,0,5,2,Orthodox,167.64,180.34,145,29,24,0,-2,-2,0,5.08,2.54,5,neither
1544,Ryan Benoit,Ashkan Mokhtarian,11/18/2017,"Sydney, New South Wales, Australia", Australia,Red,Flyweight,MALE,3,1,3,0,Southpaw,167.64,170.18,125,3,11,2,Orthodox,165.1,172.72,125,28,32,0,0,-2,2,2.54,-2.54,-4,neither
1545,Nik Lentz,Will Brooks,11/18/2017,"Sydney, New South Wales, Australia", Australia,Red,Lightweight,MALE,3,2,7,1,Orthodox,177.8,182.88,155,7,49,11,Orthodox,172.72,172.72,155,33,31,-1,0,-10,5,5.08,10.16,2,neither
1546,Rashad Coulter,Tai Tuivasa,11/18/2017,"Sydney, New South Wales, Australia", Australia,Blue,Heavyweight,MALE,3,0,0,0,Southpaw,187.96,190.5,264,1,2,0,Orthodox,180.34,193.04,205,35,24,1,0,0,1,7.62,-2.54,11,neither
1547,Damien Brown,Frank Camacho,11/18/2017,"Sydney, New South Wales, Australia", Australia,Blue,Lightweight,MALE,3,0,0,0,Orthodox,177.8,185.42,170,2,8,2,Orthodox,177.8,172.72,155,32,28,1,0,-2,2,0.0,12.7,4,neither
1548,Alex Chambers,Nadia Kassem,11/18/2017,"Sydney, New South Wales, Australia", Australia,Blue,Women's Strawweight,FEMALE,3,0,0,0,Southpaw,165.1,167.64,125,2,7,1,Switch,160.02,160.02,115,39,22,1,0,-1,2,5.08,7.62,17,neither
1549,Jenel Lausa,Eric Shelton,11/18/2017,"Sydney, New South Wales, Australia", Australia,Blue,Flyweight,MALE,3,2,6,0,Orthodox,167.64,172.72,125,1,6,1,Orthodox,165.1,172.72,125,29,26,-1,0,-1,-1,2.54,0.0,3,neither
1550,Anthony Hamilton,Adam Wieczorek,11/18/2017,"Sydney, New South Wales, Australia", Australia,Blue,Heavyweight,MALE,3,0,0,0,Orthodox,195.58,205.74,250,6,14,3,Orthodox,195.58,193.04,260,37,25,3,0,-3,6,0.0,12.7,12,neither
1551,Dustin Poirier,Anthony Pettis,11/11/2017,"Norfolk, Virginia, USA", USA,Red,Lightweight,MALE,5,5,31,7,Orthodox,177.8,182.88,170,5,36,13,Southpaw,175.26,182.88,155,28,30,1,1,-6,0,2.54,0.0,-2,Red
1552,Matt Brown,Diego Sanchez,11/11/2017,"Norfolk, Virginia, USA", USA,Red,Welterweight,MALE,3,10,69,16,Southpaw,177.8,182.88,170,10,53,13,Orthodox,182.88,190.5,170,36,35,2,0,3,0,-5.08,-7.62,1,neither
1553,Junior Albini,Andrei Arlovski,11/11/2017,"Norfolk, Virginia, USA", USA,Blue,Heavyweight,MALE,3,9,44,14,Orthodox,190.5,195.58,240,0,1,1,Orthodox,190.5,187.96,264,26,38,-5,-1,13,-9,0.0,7.62,-12,Red
1554,Nate Marquardt,Cezar Ferreira,11/11/2017,"Norfolk, Virginia, USA", USA,Blue,Middleweight,MALE,3,4,24,7,Southpaw,185.42,198.12,185,11,51,13,Orthodox,182.88,187.96,185,38,32,1,0,-6,7,2.54,10.16,6,neither
1555,Raphael Assuncao,Matthew Lopez,11/11/2017,"Norfolk, Virginia, USA", USA,Red,Bantamweight,MALE,3,1,7,2,Southpaw,170.18,175.26,135,2,29,9,Orthodox,165.1,167.64,135,35,30,0,0,-7,1,5.08,7.62,5,Red
1556,Joe Lauzon,Clay Guida,11/11/2017,"Norfolk, Virginia, USA", USA,Blue,Lightweight,MALE,3,11,65,13,Orthodox,170.18,177.8,155,10,49,14,Orthodox,177.8,180.34,155,33,35,1,1,-1,-1,-7.62,-2.54,-2,neither
1557,John Dodson,Marlon Moraes,11/11/2017,"Norfolk, Virginia, USA", USA,Blue,Bantamweight,MALE,3,1,3,0,Orthodox,167.64,170.18,135,3,31,8,Orthodox,160.02,167.64,135,33,29,-1,-1,-8,2,7.62,2.54,4,Red
1558,Tatiana Suarez,Viviane Pereira,11/11/2017,"Norfolk, Virginia, USA", USA,Red,Women's Strawweight,FEMALE,3,0,6,2,Orthodox,154.94,160.02,115,0,1,1,Southpaw,165.1,167.64,115,26,24,0,1,1,0,-10.16,-7.62,2,neither
1559,Sage Northcutt,Michel Quinones,11/11/2017,"Norfolk, Virginia, USA", USA,Red,Lightweight,MALE,3,1,2,0,Orthodox,177.8,185.42,155,2,10,3,Orthodox,182.88,180.34,170,21,32,0,0,-3,1,-5.08,5.08,-11,neither
