,Red,R_Reach_cms,Blue,B_Reach_cms,reach_dif,ganador,mejor_alcance
3780,Michael Bisping,190.5,Brian Stann,187.96,-2.54,Michael Bisping,corto
3781,Matt Hamill,193.04,Roger Hollett,177.8,-15.24,Matt Hamill,corto
3782,TJ Grant,182.88,Evan Dunham,177.8,-5.08,TJ Grant,corto
3783,Sean Pierson,193.04,Lance Benoist,185.42,-7.62,Sean Pierson,corto
3784,Kyle Noke,193.04,Charlie Brenneman,182.88,-10.16,Kyle Noke,corto
3785,Benson Henderson,177.8,Frankie Edgar,172.72,-5.08,Benson Henderson,corto
3786,Donald Cerrone,185.42,Melvin Guillard,172.72,-12.7,Donald Cerrone,corto
3787,Mike Swick,195.58,DaMarques Johnson,190.5,-5.08,Mike Swick,corto
3788,Philip De Fries,208.28,Oli Thompson,190.5,-17.78,Philip De Fries,corto
3789,Cheick Kongo,208.28,Shawn Jordan,190.5,-17.78,Cheick Kongo,corto
3790,Bryan Caraway,172.72,Mitch Gagnon,165.1,-7.62,Bryan Caraway,corto
3791,TJ Dillashaw,170.18,Vaughan Lee,167.64,-2.54,TJ Dillashaw,corto
3792,Marcelo Guimaraes,185.42,Dan Stittgen,180.0,-5.42,Marcelo Guimaraes,corto
3793,Raphael Assuncao,167.64,Issei Tamura,160.02,-7.62,Raphael Assuncao,corto
3794,Anderson Silva,195.58,Chael Sonnen,187.96,-7.62,Anderson Silva,corto
3795,Forrest Griffin,195.58,Tito Ortiz,187.96,-7.62,Forrest Griffin,corto
3796,Cezar Ferreira,198.12,Sergio Moraes,182.88,-15.24,Cezar Ferreira,corto
3797,Fabricio Werdum,195.58,Mike Russow,185.42,-10.16,Fabricio Werdum,corto
3798,Thiago Perpetuo,180.34,Leonardo Mafra,177.8,-2.54,Thiago Perpetuo,corto
3799,Marcos Vinicius,177.8,Wagner Campos,168.0,-9.8,Marcos Vinicius,corto
3800,Ramsey Nijem,190.5,CJ Keith,185.0,-5.5,Ramsey Nijem,corto
3801,Matt Brown,190.5,Luis Ramos,183.0,-7.5,Matt Brown,corto
3802,Demetrious Johnson,167.64,Ian McCall,162.56,-5.08,Demetrious Johnson,corto
3803,Erick Silva,187.96,Charlie Brenneman,182.88,-5.08,Erick Silva,corto
3804,Mike Pyle,187.96,Josh Neer,182.88,-5.08,Mike Pyle,corto
3805,Eddie Wineland,175.26,Scott Jorgensen,167.64,-7.62,Eddie Wineland,corto
3806,Seth Baczynski,187.96,Lance Benoist,185.42,-2.54,Seth Baczynski,corto
3807,Dustin Pague,187.96,Jared Papazian,170.18,-17.78,Dustin Pague,corto
3808,Tim Means,190.5,Justin Salas,177.8,-12.7,Tim Means,corto
3809,Buddy Roberts,193.0,Caio Magalhaes,185.42,-7.58,Buddy Roberts,corto
3810,Henry Martinez,172.72,Bernardo Magalhaes,165.1,-7.62,Henry Martinez,corto
3811,Michael Chiesa,190.5,Al Iaquinta,177.8,-12.7,Michael Chiesa,corto
3812,Daron Cruickshank,182.88,Chris Tickle,178.0,-4.88,Daron Cruickshank,corto
3813,Myles Jury,185.42,Chris Saunders,175.0,-10.42,Myles Jury,corto
3814,Joe Proctor,182.88,Jeremy Larsen,177.8,-5.08,Joe Proctor,corto
3815,Stipe Miocic,203.2,Shane del Rosario,200.66,-2.54,Stipe Miocic,corto
3816,Stefan Struve,213.36,Lavar Johnson,208.28,-5.08,Stefan Struve,corto
3817,Dan Hardy,187.96,Duane Ludwig,177.8,-10.16,Dan Hardy,corto
3818,Mike Brown,177.8,Daniel Pineda,175.26,-2.54,Mike Brown,corto
3819,Amir Sadollah,187.96,Jorge Lopez,183.0,-4.96,Amir Sadollah,corto
3820,Donald Cerrone,185.42,Jeremy Stephens,180.34,-5.08,Donald Cerrone,corto
3821,Igor Pokrajac,193.04,Fabio Maldonado,190.5,-2.54,Igor Pokrajac,corto
3822,Brad Tavares,187.96,Dongi Yang,180.34,-7.62,Brad Tavares,corto
3823,Cody McKenzie,182.88,Marcus LeVesseur,177.8,-5.08,Cody McKenzie,corto
3824,Rafael Dos Anjos,177.8,Kamal Shalorus,172.72,-5.08,Rafael Dos Anjos,corto
3825,Nate Diaz,193.04,Jim Miller,180.34,-12.7,Nate Diaz,corto
3826,John Hathaway,190.5,Pascal Krauss,182.88,-7.62,John Hathaway,corto
3827,Roland Delorme,180.34,Nick Denis,178.0,-2.34,Roland Delorme,corto
3828,Jon Jones,213.36,Rashad Evans,190.5,-22.86,Jon Jones,corto
3829,Mark Bocek,190.5,John Alessio,182.88,-7.62,Mark Bocek,corto
3830,Travis Browne,200.66,Chad Griggs,185.42,-15.24,Travis Browne,corto
3831,Alexander Gustafsson,200.66,Thiago Silva,187.96,-12.7,Alexander Gustafsson,corto
3832,Brian Stann,187.96,Alessio Sakara,182.88,-5.08,Brian Stann,corto
3833,Dennis Siver,177.8,Diego Nunes,170.18,-7.62,Dennis Siver,corto
3834,Brad Pickett,172.72,Damacio Page,167.64,-5.08,Brad Pickett,corto
3835,Cyrille Diabate,205.74,Tom DeBlass,190.5,-15.24,Cyrille Diabate,corto
3836,Simeon Thoresen,200.66,Besam Yousef,180.34,-20.32,Simeon Thoresen,corto
3837,Jason Young,185.42,Eric Wisely,178.0,-7.42,Jason Young,corto
3838,Anthony Pettis,182.88,Joe Lauzon,180.34,-2.54,Anthony Pettis,corto
3839,Takanori Gomi,177.8,Eiji Mitsuoka,173.0,-4.8,Takanori Gomi,corto
3840,Stefan Struve,213.36,Dave Herman,193.04,-20.32,Stefan Struve,corto
3841,Tim Means,190.5,Bernardo Magalhaes,165.1,-25.4,Tim Means,corto
3842,Josh Koscheck,185.42,Mike Pierce,177.8,-7.62,Josh Koscheck,corto
3843,Renan Barao,177.8,Scott Jorgensen,167.64,-10.16,Renan Barao,corto
3844,Dustin Poirier,182.88,Max Holloway,175.26,-7.62,Dustin Poirier,corto
3845,Matt Brown,190.5,Chris Cope,182.88,-7.62,Matt Brown,corto
3846,Matthew Riddle,187.96,Henry Martinez,172.72,-15.24,Matthew Riddle,corto
3847,Rafael Natal,193.04,Michael Kuiper,185.42,-7.62,Rafael Natal,corto
3848,Evan Dunham,177.8,Nik Lentz,172.72,-5.08,Evan Dunham,corto
3849,Charles Oliveira,187.96,Eric Wisely,178.0,-9.96,Charles Oliveira,corto
3850,Michael Johnson,185.42,Shane Roller,182.88,-2.54,Michael Johnson,corto
3851,Mike Easton,177.8,Jared Papazian,170.18,-7.62,Mike Easton,corto
3852,Fabricio Camoes,185.42,Tommy Hayden,182.88,-2.54,Fabricio Camoes,corto
3853,Jose Aldo,177.8,Chad Mendes,167.64,-10.16,Jose Aldo,corto
3854,Edson Barboza,190.5,Terry Etim,185.42,-5.08,Edson Barboza,corto
3855,Iuri Alcantara,180.34,Michihiro Omigawa,172.72,-7.62,Iuri Alcantara,corto
3856,Felipe Arantes,185.42,Antonio Carvalho,172.72,-12.7,Felipe Arantes,corto
3857,Nate Diaz,193.04,Donald Cerrone,185.42,-7.62,Nate Diaz,corto
3858,Jacob Volkmann,180.34,Efrain Escudero,177.8,-2.54,Jacob Volkmann,corto
3859,Jon Jones,213.36,Lyoto Machida,187.96,-25.4,Jon Jones,corto
3860,Frank Mir,200.66,Minotauro Nogueira,195.58,-5.08,Frank Mir,corto
3861,Mark Bocek,190.5,Nik Lentz,172.72,-17.78,Mark Bocek,corto
3862,Michael Bisping,190.5,Jason Miller,182.88,-7.62,Michael Bisping,corto
3863,Diego Brandao,172.72,Dennis Bermudez,167.64,-5.08,Diego Brandao,corto
3864,Tony Ferguson,193.04,Yves Edwards,185.42,-7.62,Tony Ferguson,corto
3865,Roland Delorme,180.34,Josh Ferguson,167.64,-12.7,Roland Delorme,corto
3866,Steven Siler,177.8,Josh Clopton,172.72,-5.08,Steven Siler,corto
3867,Wanderlei Silva,187.96,Cung Le,175.26,-12.7,Wanderlei Silva,corto
3868,Stephan Bonnar,198.12,Kyle Kingsbury,193.04,-5.08,Stephan Bonnar,corto
3869,Ryan Bader,187.96,Jason Brilz,180.34,-7.62,Ryan Bader,corto
3870,Gleison Tibau,180.34,Rafael Dos Anjos,177.8,-2.54,Gleison Tibau,corto
3871,Miguel Torres,193.04,Nick Pace,172.72,-20.32,Miguel Torres,corto
3872,DaMarques Johnson,190.5,Clay Harvison,187.96,-2.54,DaMarques Johnson,corto
3873,Alex Caceres,185.42,Cole Escovedo,182.88,-2.54,Alex Caceres,corto
3874,Aaron Rosa,198.12,Matt Lucas,185.0,-13.12,Aaron Rosa,corto
3875,Terry Etim,185.42,Edward Faaloloto,177.8,-7.62,Terry Etim,corto
3876,Cheick Kongo,208.28,Matt Mitrione,200.66,-7.62,Cheick Kongo,corto
3877,Ramsey Nijem,190.5,Danny Downes,182.88,-7.62,Ramsey Nijem,corto
3878,Anthony Pettis,182.88,Jeremy Stephens,180.34,-2.54,Anthony Pettis,corto
3879,Dominick Cruz,172.72,Demetrious Johnson,167.64,-5.08,Dominick Cruz,corto
3880,Anthony Johnson,198.12,Charlie Brenneman,182.88,-15.24,Anthony Johnson,corto
3881,Yves Edwards,185.42,Rafaello Oliveira,180.34,-5.08,Yves Edwards,corto
3882,Mike Easton,177.8,Byron Bloodworth,175.26,-2.54,Mike Easton,corto
3883,Walel Watson,175.26,Joseph Sandoval,168.0,-7.26,Walel Watson,corto
3884,Jon Jones,213.36,Rampage Jackson,185.42,-27.94,Jon Jones,corto
3885,Travis Browne,200.66,Rob Broughton,187.96,-12.7,Travis Browne,corto
3886,Nate Diaz,193.04,Takanori Gomi,177.8,-15.24,Nate Diaz,corto
3887,Tony Ferguson,193.04,Aaron Riley,175.26,-17.78,Tony Ferguson,corto
3888,Junior Assuncao,182.88,Eddie Yagin,175.0,-7.88,Junior Assuncao,corto
3889,Court McGee,190.5,Dongi Yang,180.34,-10.16,Court McGee,corto
3890,Ken Stone,180.34,Donny Walker,180.0,-0.34,Ken Stone,corto
3891,TJ Waldburger,190.5,Mike Stumpf,180.34,-10.16,TJ Waldburger,corto
3892,Robert Peralta,180.34,Mike Lullo,178.0,-2.34,Robert Peralta,corto
3893,Anderson Silva,195.58,Yushin Okami,190.5,-5.08,Anderson Silva,corto
3894,Erick Silva,187.96,Luis Ramos,183.0,-4.96,Erick Silva,corto
3895,Ed Herman,195.58,Kyle Noke,193.04,-2.54,Ed Herman,corto
3896,Edwin Figueroa,175.26,Jason Reinhardt,163.0,-12.26,Edwin Figueroa,corto
3897,Rashad Evans,190.5,Tito Ortiz,187.96,-2.54,Rashad Evans,corto
3898,Vitor Belfort,187.96,Yoshihiro Akiyama,185.42,-2.54,Vitor Belfort,corto
3899,Rory MacDonald,193.04,Mike Pyle,187.96,-5.08,Rory MacDonald,corto
3900,Rafael Natal,193.04,Paul Bradley,183.0,-10.04,Rafael Natal,corto
3901,Dominick Cruz,172.72,Urijah Faber,170.18,-2.54,Dominick Cruz,corto
3902,Dennis Siver,177.8,Matt Wiman,172.72,-5.08,Dennis Siver,corto
3903,Brian Bowles,177.8,Takeya Mizugaki,172.72,-5.08,Brian Bowles,corto
3904,Anthony Njokuani,190.5,Andre Winner,185.42,-5.08,Anthony Njokuani,corto
3905,Cheick Kongo,208.28,Pat Barry,187.96,-20.32,Cheick Kongo,corto
3906,Charlie Brenneman,182.88,Rick Story,180.34,-2.54,Charlie Brenneman,corto
3907,Matt Brown,190.5,John Howard,180.34,-10.16,Matt Brown,corto
3908,Tyson Griffin,172.72,Manvel Gamburyan,170.18,-2.54,Tyson Griffin,corto
3909,Ricardo Lamas,180.34,Matt Grice,177.8,-2.54,Ricardo Lamas,corto
3910,Michael Johnson,185.42,Edward Faaloloto,177.8,-7.62,Michael Johnson,corto
3911,Kenny Florian,187.96,Diego Nunes,170.18,-17.78,Kenny Florian,corto
3912,Nick Ring,187.96,James Head,185.42,-2.54,Nick Ring,corto
3913,Darren Elkins,180.34,Michihiro Omigawa,172.72,-7.62,Darren Elkins,corto
3914,Ed Herman,195.58,Tim Credeur,190.5,-5.08,Ed Herman,corto
3915,Clay Harvison,187.96,Justin Edwards,177.8,-10.16,Clay Harvison,corto
3916,Reuben Duran,175.26,Francisco Rivera,172.72,-2.54,Reuben Duran,corto
3917,Frank Mir,200.66,Roy Nelson,182.88,-17.78,Frank Mir,corto
3918,Michael McDonald,177.8,Chris Cariaso,160.02,-17.78,Michael McDonald,corto
3919,Georges St-Pierre,193.04,Jake Shields,182.88,-10.16,Georges St-Pierre,corto
3920,Jose Aldo,177.8,Mark Hominick,172.72,-5.08,Jose Aldo,corto
3921,Vladimir Matyushenko,187.96,Jason Brilz,180.34,-7.62,Vladimir Matyushenko,corto
3922,Jason MacDonald,203.2,Ryan Jensen,193.04,-10.16,Jason MacDonald,corto
3923,Phil Davis,200.66,Rogerio Nogueira,190.5,-10.16,Phil Davis,corto
3924,Anthony Johnson,198.12,Dan Hardy,187.96,-10.16,Anthony Johnson,corto
3925,Chan Sung Jung,182.88,Leonard Garcia,175.26,-7.62,Chan Sung Jung,corto
3926,Michael McDonald,177.8,Edwin Figueroa,175.26,-2.54,Michael McDonald,corto
3927,Jim Miller,180.34,Kamal Shalorus,172.72,-7.62,Jim Miller,corto
3928,Erik Koch,180.34,Raphael Assuncao,167.64,-12.7,Erik Koch,corto
3929,Brian Bowles,177.8,Damacio Page,167.64,-10.16,Brian Bowles,corto
3930,Igor Pokrajac,193.04,Todd Brown,188.0,-5.04,Igor Pokrajac,corto
3931,Michael Bisping,190.5,Jorge Rivera,185.42,-5.08,Michael Bisping,corto
3932,Brian Ebersole,185.42,Chris Lytle,172.72,-12.7,Brian Ebersole,corto
3933,Alexander Gustafsson,200.66,James Te Huna,190.5,-10.16,Alexander Gustafsson,corto
3934,Nick Ring,187.96,Riki Fukuda,185.42,-2.54,Nick Ring,corto
3935,Tiequan Zhang,177.8,Jason Reinhardt,163.0,-14.8,Tiequan Zhang,corto
3936,Anderson Silva,195.58,Vitor Belfort,187.96,-7.62,Anderson Silva,corto
3937,Forrest Griffin,195.58,Rich Franklin,190.5,-5.08,Forrest Griffin,corto
3938,Jon Jones,213.36,Ryan Bader,187.96,-25.4,Jon Jones,corto
3939,Jake Ellenberger,180.34,Carlos Eduardo Rocha,177.8,-2.54,Jake Ellenberger,corto
3940,Miguel Torres,193.04,Antonio Banuelos,160.02,-33.02,Miguel Torres,corto
3941,Donald Cerrone,185.42,Paul Kelly,177.8,-7.62,Donald Cerrone,corto
3942,Paul Taylor,182.88,Gabe Ruediger,178.0,-4.88,Paul Taylor,corto
3943,Matt Mitrione,200.66,Tim Hague,193.04,-7.62,Matt Mitrione,corto
3944,DaMarques Johnson,190.5,Mike Guymon,187.96,-2.54,DaMarques Johnson,corto
3945,Jeremy Stephens,180.34,Marcus Davis,177.8,-2.54,Jeremy Stephens,corto
3946,Daniel Roberts,187.96,Greg Soto,185.42,-2.54,Daniel Roberts,corto
3947,Georges St-Pierre,193.04,Josh Koscheck,185.42,-7.62,Georges St-Pierre,corto
3948,Stefan Struve,213.36,Sean McCorkle,205.74,-7.62,Stefan Struve,corto
3949,Stephan Bonnar,198.12,Igor Pokrajac,193.04,-5.08,Stephan Bonnar,corto
3950,Phil Davis,200.66,Tim Boetsch,187.96,-12.7,Phil Davis,corto
3951,Vladimir Matyushenko,187.96,Alexandre Ferreira,170.18,-17.78,Vladimir Matyushenko,corto
3952,Pascal Krauss,182.88,Mark Scanlon,177.8,-5.08,Pascal Krauss,corto
3953,Kyle Noke,193.04,Rob Kimmons,185.42,-7.62,Kyle Noke,corto
3954,Brendan Schaub,198.12,Gabriel Gonzaga,193.04,-5.08,Brendan Schaub,corto
3955,Chris Camozzi,193.04,Dongi Yang,180.34,-12.7,Chris Camozzi,corto
3956,Michael Bisping,190.5,Yoshihiro Akiyama,185.42,-5.08,Michael Bisping,corto
3957,Frank Mir,200.66,Mirko Cro Cop,185.42,-15.24,Frank Mir,corto
3958,CB Dollaway,193.04,Joe Doerksen,190.5,-2.54,CB Dollaway,corto
3959,Matt Mitrione,200.66,Joey Beltran,190.5,-10.16,Matt Mitrione,corto
3960,Nate Marquardt,187.96,Rousimar Palhares,180.34,-7.62,Nate Marquardt,corto
3961,Cole Miller,187.96,Ross Pearson,175.26,-12.7,Cole Miller,corto
3962,Yves Edwards,185.42,John Gunderson,175.26,-10.16,Yves Edwards,corto
3963,Randy Couture,190.5,James Toney,183.0,-7.5,Randy Couture,corto
3964,Nate Diaz,193.04,Marcus Davis,177.8,-15.24,Nate Diaz,corto
3965,Joe Lauzon,180.34,Gabe Ruediger,178.0,-2.34,Joe Lauzon,corto
3966,Anderson Silva,195.58,Chael Sonnen,187.96,-7.62,Anderson Silva,corto
3967,Jon Fitch,193.04,Thiago Alves,177.8,-15.24,Jon Fitch,corto
3968,Stefan Struve,213.36,Christian Morecraft,205.74,-7.62,Stefan Struve,corto
3969,Jon Jones,213.36,Vladimir Matyushenko,187.96,-25.4,Jon Jones,corto
3970,Brian Stann,187.96,Mike Massenzio,185.42,-2.54,Brian Stann,corto
3971,Brock Lesnar,205.74,Shane Carwin,203.2,-2.54,Brock Lesnar,corto
3972,Chris Leben,187.96,Yoshihiro Akiyama,185.42,-2.54,Chris Leben,corto
3973,George Sotiropoulos,180.34,Kurt Pellegrino,177.8,-2.54,George Sotiropoulos,corto
3974,Brendan Schaub,198.12,Chris Tuchscherer,193.04,-5.08,Brendan Schaub,corto
3975,Chris Leben,187.96,Aaron Simpson,185.42,-2.54,Chris Leben,corto
3976,Chris Camozzi,193.04,James Hammortree,191.77,-1.27,Chris Camozzi,corto
3977,Ben Rothwell,198.12,Gilbert Yvel,195.58,-2.54,Ben Rothwell,corto
3978,Mike Pyle,187.96,Jesse Lennox,182.88,-5.08,Mike Pyle,corto
3979,Michael Bisping,190.5,Dan Miller,187.96,-2.54,Michael Bisping,corto
3980,Melvin Guillard,172.72,Waylon Lowe,165.0,-7.72,Melvin Guillard,corto
3981,Anderson Silva,195.58,Demian Maia,182.88,-12.7,Anderson Silva,corto
3982,Matt Hughes,185.42,Renzo Gracie,177.8,-7.62,Matt Hughes,corto
3983,DaMarques Johnson,190.5,Brad Blackburn,185.42,-5.08,DaMarques Johnson,corto
3984,Paul Kelly,177.8,Matt Veach,176.53,-1.27,Paul Kelly,corto
3985,Kenny Florian,187.96,Takanori Gomi,177.8,-10.16,Kenny Florian,corto
3986,Andre Winner,185.42,Rafaello Oliveira,180.34,-5.08,Andre Winner,corto
3987,Jacob Volkmann,180.34,Ronys Torres,180.3,-0.04,Jacob Volkmann,corto
3988,Yushin Okami,190.5,Lucio Linhares,189.2,-1.3,Yushin Okami,corto
3989,Gerald Harris,195.58,Mario Miranda,187.96,-7.62,Gerald Harris,corto
3990,Charlie Brenneman,182.88,Jason High,180.34,-2.54,Charlie Brenneman,corto
3991,Georges St-Pierre,193.04,Dan Hardy,187.96,-5.08,Georges St-Pierre,corto
3992,Nate Diaz,193.04,Rory Markham,180.34,-12.7,Nate Diaz,corto
3993,Matthew Riddle,187.96,Greg Soto,185.42,-2.54,Matthew Riddle,corto
3994,Junior Dos Santos,195.58,Gabriel Gonzaga,193.04,-2.54,Junior Dos Santos,corto
3995,Cheick Kongo,208.28,Paul Buentello,195.58,-12.7,Cheick Kongo,corto
3996,Brendan Schaub,198.12,Chase Gormley,196.0,-2.12,Brendan Schaub,corto
3997,Alistair Overeem,203.2,Alexander Volkov,203.2,0.0,Alexander Volkov,neutro
3998,Omari Akhmedov,185.42,Tom Breese,185.42,0.0,Omari Akhmedov,neutro
3999,Carlos Condit,190.5,Matt Brown,190.5,0.0,Carlos Condit,neutro
4000,Stephen Thompson,190.5,Geoff Neal,190.5,0.0,Stephen Thompson,neutro
4001,Jose Aldo,177.8,Marlon Vera,177.8,0.0,Jose Aldo,neutro
4002,Anthony Pettis,182.88,Alex Morono,182.88,0.0,Anthony Pettis,neutro
4003,Ashlee Evans-Smith,170.18,Norma Dumont,170.18,0.0,Norma Dumont,neutro
4004,Mauricio Rua,193.04,Paul Craig,193.04,0.0,Paul Craig,neutro
4005,Antonina Shevchenko,170.18,Ariane Lipski,170.18,0.0,Antonina Shevchenko,neutro
4006,Daniel Rodriguez,187.96,Nicolas Dalby,187.96,0.0,Nicolas Dalby,neutro
4007,Paul Felder,177.8,Rafael Dos Anjos,177.8,0.0,Rafael Dos Anjos,neutro
4008,Thiago Santos,193.04,Glover Teixeira,193.04,0.0,Glover Teixeira,neutro
4009,Claudia Gadelha,160.02,Yan Xiaonan,160.02,0.0,Yan Xiaonan,neutro
4010,Alexandr Romanov,190.5,Marcos Rogerio de Lima,190.5,0.0,Alexandr Romanov,neutro
4011,Maurice Greene,203.2,Greg Hardy,203.2,0.0,Greg Hardy,neutro
4012,Khabib Nurmagomedov,177.8,Justin Gaethje,177.8,0.0,Khabib Nurmagomedov,neutro
4013,Magomed Ankalaev,190.5,Ion Cutelaba,190.5,0.0,Magomed Ankalaev,neutro
4014,Thomas Almeida,177.8,Jonathan Martinez,177.8,0.0,Jonathan Martinez,neutro
4015,Said Nurmagomedov,177.8,Mark Striegl,177.8,0.0,Said Nurmagomedov,neutro
4016,Ben Rothwell,198.12,Marcin Tybura,198.12,0.0,Marcin Tybura,neutro
4017,Carlos Condit,190.5,Court McGee,190.5,0.0,Carlos Condit,neutro
4018,Jordan Williams,190.5,Nassourdine Imavov,190.5,0.0,Nassourdine Imavov,neutro
4019,Luigi Vendramini,185.42,Jessin Ayari,185.42,0.0,Luigi Vendramini,neutro
4020,Khadis Ibragimov,198.12,Danilo Marques,198.12,0.0,Danilo Marques,neutro
4021,Mackenzie Dern,160.02,Randa Markos,160.02,0.0,Mackenzie Dern,neutro
4022,Jessica-Rose Clark,162.56,Sarah Alpar,162.56,0.0,Jessica-Rose Clark,neutro
4023,Roxanne Modafferi,175.26,Andrea Lee,175.26,0.0,Roxanne Modafferi,neutro
4024,Roosevelt Roberts,185.42,Kevin Croom,185.42,0.0,Kevin Croom,neutro
4025,Viviane Araujo,172.72,Montana De La Rosa,172.72,0.0,Viviane Araujo,neutro
4026,Maki Pitolo,190.5,Impa Kasanganay,190.5,0.0,Impa Kasanganay,neutro
4027,Sean Brady,182.88,Christian Aguilera,182.88,0.0,Sean Brady,neutro
4028,Amanda Lemos,165.1,Mizuki Inoue,165.1,0.0,Amanda Lemos,neutro
4029,Lando Vannata,180.34,Bobby Green,180.34,0.0,Bobby Green,neutro
4030,Movsar Evloev,182.88,Mike Grundy,182.88,0.0,Movsar Evloev,neutro
4031,Alexandre Pantoja,170.18,Askar Askarov,170.18,0.0,Askar Askarov,neutro
4032,Abdul Razak Alhassan,185.42,Mounir Lazzez,185.42,0.0,Mounir Lazzez,neutro
4033,Jared Gordon,172.72,Chris Fishgold,172.72,0.0,Jared Gordon,neutro
4034,Marcin Tybura,198.12,Maxim Grishin,198.12,0.0,Marcin Tybura,neutro
4035,Curtis Blaydes,203.2,Alexander Volkov,203.2,0.0,Curtis Blaydes,neutro
4036,Karl Roberson,187.96,Marvin Vettori,187.96,0.0,Marvin Vettori,neutro
4037,Julia Avila,172.72,Gina Mazany,172.72,0.0,Julia Avila,neutro
4038,Roosevelt Roberts,185.42,Brok Weaver,185.42,0.0,Roosevelt Roberts,neutro
4039,Anthony Smith,193.04,Glover Teixeira,193.04,0.0,Glover Teixeira,neutro
4040,Sijara Eubanks,170.18,Sarah Moras,170.18,0.0,Sijara Eubanks,neutro
4041,Alex Oliveira,193.04,Max Griffin,193.04,0.0,Alex Oliveira,neutro
4042,Jamall Emmers,187.96,Giga Chikadze,187.96,0.0,Giga Chikadze,neutro
4043,Ion Cutelaba,190.5,Magomed Ankalaev,190.5,0.0,Magomed Ankalaev,neutro
4044,Luis Pena,190.5,Steve Garcia,190.5,0.0,Luis Pena,neutro
4045,Marcin Tybura,198.12,Serghei Spivac,198.12,0.0,Marcin Tybura,neutro
4046,Jim Crute,187.96,Michal Oleksiejczuk,187.96,0.0,Jim Crute,neutro
4047,Brad Riddell,180.34,Magomed Mustafaev,180.34,0.0,Brad Riddell,neutro
4048,Alonzo Menifield,193.04,Paul Craig,193.04,0.0,Alonzo Menifield,neutro
4049,Renato Moicano,182.88,Chan Sung Jung,182.88,0.0,Chan Sung Jung,neutro
4050,Amanda Nunes,175.26,Holly Holm,175.26,0.0,Amanda Nunes,neutro
4051,Caludia Gadelha,160.02,Randa Markos,160.02,0.0,Caludia Gadelha,neutro
4052,Alejandro Perez,170.18,Song Yadong,170.18,0.0,Song Yadong,neutro
4053,Tim Means,190.5,Daniel Rodriguez,190.5,0.0,Daniel Rodriguez,neutro
4054,Casey Kenney,172.72,Merab Dvalishvili,172.72,0.0,Merab Dvalishvili,neutro
4055,Josh Emmett,177.8,Mirsad Bektic,177.8,0.0,Josh Emmett,neutro
4056,Greg Hardy,203.2,Juan Adams,203.2,0.0,Greg Hardy,neutro
4057,Mario Bautista,175.26,Jin Soo Son,175.26,0.0,Mario Bautista,neutro
4058,Cris Cyborg,172.72,Felicia Spencer,172.72,0.0,Cris Cyborg,neutro
4059,Alexis Davis,172.72,Viviane Araujo,172.72,0.0,Viviane Araujo,neutro
4060,Antonina Shevchenko,170.18,Lucie Pudilova,170.18,0.0,Antonina Shevchenko,neutro
4061,Alex Morono,182.88,Kalinn Williams,182.88,0.0,Kalinn Williams,neutro
4062,Valentina Shevchenko,167.64,Liz Carmouche,167.64,0.0,Valentina Shevchenko,neutro
4063,Gabriel Benitez,180.34,Sodiq Yusuff,180.34,0.0,Sodiq Yusuff,neutro
4064,Da Un Jung,198.12,Khadis Ibragimov,198.12,0.0,Da Un Jung,neutro
4065,Damir Ismagulov,177.8,Thiago Moises,177.8,0.0,Damir Ismagulov,neutro
4066,Karol Rosa,170.18,Lara Procopio,170.18,0.0,Karol Rosa,neutro
4067,Islam Makhachev,177.8,Davi Ramos,177.8,0.0,Islam Makhachev,neutro
4068,Uriah Hall,200.66,Antonio Carlos Junior,200.66,0.0,Uriah Hall,neutro
4069,Marco Polo Reyes,180.34,Kyle Nelson,180.34,0.0,Kyle Nelson,neutro
4070,Vinicius Moreira,193.04,Paul Craig,193.04,0.0,Paul Craig,neutro
4071,Jack Hermansson,195.58,Jared Cannonier,195.58,0.0,Jared Cannonier,neutro
4072,Jack Shore,180.34,Nohelin Hernandez,180.34,0.0,Jack Shore,neutro
4073,Justin Tafa,187.96,Yorgan De Castro,187.96,0.0,Yorgan De Castro,neutro
4074,Megan Anderson,182.88,Zarah Fairn,182.88,0.0,Megan Anderson,neutro
4075,Bevon Lewis,200.66,Dequan Townsend,200.66,0.0,Bevon Lewis,neutro
4076,Cub Swanson,177.8,Kron Gracie,177.8,0.0,Cub Swanson,neutro
4077,Niko Price,193.04,James Vick,193.04,0.0,Niko Price,neutro
4078,Marvin Vettori,187.96,Andrew Sanchez,187.96,0.0,Marvin Vettori,neutro
4079,JJ Aldrich,170.18,Lauren Mueller,170.18,0.0,JJ Aldrich,neutro
4080,Yair Rodriguez,180.34,Jeremy Stephens,180.34,0.0,Yair Rodriguez,neutro
4081,Joe Lauzon,180.34,Jonathan Pearce,180.34,0.0,Joe Lauzon,neutro
4082,Ciryl Gane,205.74,Don'tale Mayes,205.74,0.0,Ciryl Gane,neutro
4083,Alex White,180.34,Rafael Fiziev,180.34,0.0,Rafael Fiziev,neutro
4084,Aleksei Oleinik,203.2,Maurice Greene,203.2,0.0,Aleksei Oleinik,neutro
4085,Stephen Thompson,190.5,Vicente Luque,190.5,0.0,Stephen Thompson,neutro
4086,Brad Tavares,187.96,Edmen Shahbazyan,187.96,0.0,Edmen Shahbazyan,neutro
4087,Alekander Volkov,203.2,Greg Hardy,203.2,0.0,Alekander Volkov,neutro
4088,Vanessa Melo,165.1,Tracy Cortez,165.1,0.0,Tracy Cortez,neutro
