,Red,R_Height_cms,Blue,B_Height_cms,height_dif,ganador,ganador_height
3623,Seth Baczynski,190.5,Lance Benoist,180.34,-10.16,Seth Baczynski,bajo
3624,Dustin Pague,175.26,Jared Papazian,172.72,-2.54,Dustin Pague,bajo
3625,Tim Means,187.96,Justin Salas,172.72,-15.24,Tim Means,bajo
3626,Buddy Roberts,187.96,Caio Magalhaes,185.42,-2.54,Buddy Roberts,bajo
3627,Michael Chiesa,185.42,Al Iaquinta,177.8,-7.62,Michael Chiesa,bajo
3628,Max Holloway,180.34,Pat Schilling,172.72,-7.62,Max Holloway,bajo
3629,Myles Jury,177.8,Chris Saunders,172.72,-5.08,Myles Jury,bajo
3630,Junior Dos Santos,193.04,Frank Mir,190.5,-2.54,Junior Dos Santos,bajo
3631,Stefan Struve,210.82,Lavar Johnson,193.04,-17.78,Stefan Struve,bajo
3632,Dan Hardy,182.88,Duane Ludwig,177.8,-5.08,Dan Hardy,bajo
3633,Donald Cerrone,185.42,Jeremy Stephens,172.72,-12.7,Donald Cerrone,bajo
3634,Brad Tavares,185.42,Dongi Yang,177.8,-7.62,Brad Tavares,bajo
3635,Cody McKenzie,182.88,Marcus LeVesseur,175.26,-7.62,Cody McKenzie,bajo
3636,Nate Diaz,182.88,Jim Miller,172.72,-10.16,Nate Diaz,bajo
3637,Roland Delorme,175.26,Nick Denis,170.18,-5.08,Roland Delorme,bajo
3638,Jon Jones,193.04,Rashad Evans,182.88,-10.16,Jon Jones,bajo
3639,Travis Browne,198.12,Chad Griggs,185.42,-12.7,Travis Browne,bajo
3640,Alexander Gustafsson,195.58,Thiago Silva,187.96,-7.62,Alexander Gustafsson,bajo
3641,Brian Stann,185.42,Alessio Sakara,182.88,-2.54,Brian Stann,bajo
3642,Cyrille Diabate,198.12,Tom DeBlass,182.88,-15.24,Cyrille Diabate,bajo
3643,Simeon Thoresen,185.42,Besam Yousef,180.34,-5.08,Simeon Thoresen,bajo
3644,Jason Young,175.26,Eric Wisely,172.72,-2.54,Jason Young,bajo
3645,Hatsu Hioki,180.34,Bart Palaszewski,175.26,-5.08,Hatsu Hioki,bajo
3646,Stefan Struve,210.82,Dave Herman,193.04,-17.78,Stefan Struve,bajo
3647,Jonathan Brookins,182.88,Vagner Rocha,177.8,-5.08,Jonathan Brookins,bajo
3648,Tim Means,187.96,Bernardo Magalhaes,175.26,-12.7,Tim Means,bajo
3649,Josh Koscheck,177.8,Mike Pierce,172.72,-5.08,Josh Koscheck,bajo
3650,Renan Barao,167.64,Scott Jorgensen,165.1,-2.54,Renan Barao,bajo
3651,Ed Herman,185.42,Clifford Starks,182.88,-2.54,Ed Herman,bajo
3652,Matthew Riddle,185.42,Henry Martinez,170.18,-15.24,Matthew Riddle,bajo
3653,Evan Dunham,177.8,Nik Lentz,172.72,-5.08,Evan Dunham,bajo
3654,Charles Oliveira,177.8,Eric Wisely,172.72,-5.08,Charles Oliveira,bajo
3655,Fabricio Camoes,177.8,Tommy Hayden,175.26,-2.54,Fabricio Camoes,bajo
3656,Jose Aldo,170.18,Chad Mendes,167.64,-2.54,Jose Aldo,bajo
3657,Iuri Alcantara,175.26,Michihiro Omigawa,167.64,-7.62,Iuri Alcantara,bajo
3658,Dong Hyun Kim,187.96,Sean Pierson,182.88,-5.08,Dong Hyun Kim,bajo
3659,Jon Jones,193.04,Lyoto Machida,185.42,-7.62,Jon Jones,bajo
3660,Diego Brandao,170.18,Dennis Bermudez,167.64,-2.54,Diego Brandao,bajo
3661,Tony Ferguson,180.34,Yves Edwards,175.26,-5.08,Tony Ferguson,bajo
3662,Roland Delorme,175.26,Josh Ferguson,165.1,-10.16,Roland Delorme,bajo
3663,Steven Siler,180.34,Josh Clopton,167.64,-12.7,Steven Siler,bajo
3664,Wanderlei Silva,180.34,Cung Le,175.26,-5.08,Wanderlei Silva,bajo
3665,Ryan Bader,187.96,Jason Brilz,180.34,-7.62,Ryan Bader,bajo
3666,Michael McDonald,175.26,Alex Soto,172.72,-2.54,Michael McDonald,bajo
3667,Gleison Tibau,177.8,Rafael Dos Anjos,172.72,-5.08,Gleison Tibau,bajo
3668,Miguel Torres,175.26,Nick Pace,170.18,-5.08,Miguel Torres,bajo
3669,Alex Caceres,177.8,Cole Escovedo,170.18,-7.62,Alex Caceres,bajo
3670,Aaron Rosa,193.04,Matt Lucas,185.42,-7.62,Aaron Rosa,bajo
3671,Cheick Kongo,193.04,Matt Mitrione,190.5,-2.54,Cheick Kongo,bajo
3672,Brandon Vera,190.5,Eliot Marshall,187.96,-2.54,Brandon Vera,bajo
3673,Anthony Pettis,177.8,Jeremy Stephens,172.72,-5.08,Anthony Pettis,bajo
3674,Dominick Cruz,172.72,Demetrious Johnson,160.02,-12.7,Dominick Cruz,bajo
3675,Anthony Johnson,187.96,Charlie Brenneman,177.8,-10.16,Anthony Johnson,bajo
3676,Matt Wiman,177.8,Mac Danzig,172.72,-5.08,Matt Wiman,bajo
3677,Yves Edwards,175.26,Rafaello Oliveira,172.72,-2.54,Yves Edwards,bajo
3678,Walel Watson,180.34,Joseph Sandoval,170.18,-10.16,Walel Watson,bajo
3679,Jon Jones,193.04,Rampage Jackson,185.42,-7.62,Jon Jones,bajo
3680,Travis Browne,198.12,Rob Broughton,187.96,-10.16,Travis Browne,bajo
3681,Nate Diaz,182.88,Takanori Gomi,170.18,-12.7,Nate Diaz,bajo
3682,Tony Ferguson,180.34,Aaron Riley,172.72,-7.62,Tony Ferguson,bajo
3683,Junior Assuncao,175.26,Eddie Yagin,170.18,-5.08,Junior Assuncao,bajo
3684,James Te Huna,187.96,Ricardo Romero,182.88,-5.08,James Te Huna,bajo
3685,Court McGee,180.34,Dongi Yang,177.8,-2.54,Court McGee,bajo
3686,Evan Dunham,177.8,Shamar Bailey,175.26,-2.54,Evan Dunham,bajo
3687,TJ Waldburger,180.34,Mike Stumpf,177.8,-2.54,TJ Waldburger,bajo
3688,Erick Silva,182.88,Luis Ramos,172.72,-10.16,Erick Silva,bajo
3689,Iuri Alcantara,175.26,Felipe Arantes,172.72,-2.54,Iuri Alcantara,bajo
3690,Donald Cerrone,185.42,Charles Oliveira,177.8,-7.62,Donald Cerrone,bajo
3691,Ronny Markes,185.42,Karlos Vemola,182.88,-2.54,Ronny Markes,bajo
3692,Edwin Figueroa,170.18,Jason Reinhardt,167.64,-2.54,Edwin Figueroa,bajo
3693,Vitor Belfort,182.88,Yoshihiro Akiyama,177.8,-5.08,Vitor Belfort,bajo
3694,Johny Hendricks,175.26,Mike Pierce,172.72,-2.54,Johny Hendricks,bajo
3695,Rafael Natal,182.88,Paul Bradley,175.26,-7.62,Rafael Natal,bajo
3696,Dominick Cruz,172.72,Urijah Faber,167.64,-5.08,Dominick Cruz,bajo
3697,Tito Ortiz,190.5,Ryan Bader,187.96,-2.54,Tito Ortiz,bajo
3698,Anthony Njokuani,185.42,Andre Winner,180.34,-5.08,Anthony Njokuani,bajo
3699,Cheick Kongo,193.04,Pat Barry,180.34,-12.7,Cheick Kongo,bajo
3700,Charlie Brenneman,177.8,Rick Story,175.26,-2.54,Charlie Brenneman,bajo
3701,Matt Brown,182.88,John Howard,170.18,-12.7,Matt Brown,bajo
3702,Tyson Griffin,167.64,Manvel Gamburyan,165.1,-2.54,Tyson Griffin,bajo
3703,Kenny Florian,177.8,Diego Nunes,167.64,-10.16,Kenny Florian,bajo
3704,Darren Elkins,177.8,Michihiro Omigawa,167.64,-10.16,Darren Elkins,bajo
3705,Clay Harvison,185.42,Justin Edwards,177.8,-7.62,Clay Harvison,bajo
3706,Frank Mir,190.5,Roy Nelson,182.88,-7.62,Frank Mir,bajo
3707,Gleison Tibau,177.8,Rafaello Oliveira,172.72,-5.08,Gleison Tibau,bajo
3708,Michael McDonald,175.26,Chris Cariaso,160.02,-15.24,Michael McDonald,bajo
3709,Vladimir Matyushenko,182.88,Jason Brilz,180.34,-2.54,Vladimir Matyushenko,bajo
3710,Ivan Menjivar,167.64,Charlie Valencia,160.02,-7.62,Ivan Menjivar,bajo
3711,Jason MacDonald,190.5,Ryan Jensen,185.42,-5.08,Jason MacDonald,bajo
3712,Anthony Johnson,187.96,Dan Hardy,182.88,-5.08,Anthony Johnson,bajo
3713,John Hathaway,185.42,Kris McCray,182.88,-2.54,John Hathaway,bajo
3714,Michael McDonald,175.26,Edwin Figueroa,170.18,-5.08,Michael McDonald,bajo
3715,Erik Koch,177.8,Raphael Assuncao,165.1,-12.7,Erik Koch,bajo
3716,Brian Bowles,170.18,Damacio Page,167.64,-2.54,Brian Bowles,bajo
3717,Igor Pokrajac,182.88,Todd Brown,180.34,-2.54,Igor Pokrajac,bajo
3718,Brian Ebersole,182.88,Chris Lytle,180.34,-2.54,Brian Ebersole,bajo
3719,Ross Pearson,172.72,Spencer Fisher,170.18,-2.54,Ross Pearson,bajo
3720,Alexander Gustafsson,195.58,James Te Huna,187.96,-7.62,Alexander Gustafsson,bajo
3721,Tiequan Zhang,172.72,Jason Reinhardt,167.64,-5.08,Tiequan Zhang,bajo
3722,Anderson Silva,187.96,Vitor Belfort,182.88,-5.08,Anderson Silva,bajo
3723,Forrest Griffin,190.5,Rich Franklin,185.42,-5.08,Forrest Griffin,bajo
3724,Jon Jones,193.04,Ryan Bader,187.96,-5.08,Jon Jones,bajo
3725,Miguel Torres,175.26,Antonio Banuelos,165.1,-10.16,Miguel Torres,bajo
3726,Donald Cerrone,185.42,Paul Kelly,175.26,-10.16,Donald Cerrone,bajo
3727,Paul Taylor,182.88,Gabe Ruediger,177.8,-5.08,Paul Taylor,bajo
3728,Kyle Kingsbury,193.04,Ricardo Romero,182.88,-10.16,Kyle Kingsbury,bajo
3729,DaMarques Johnson,185.42,Mike Guymon,182.88,-2.54,DaMarques Johnson,bajo
3730,Jacob Volkmann,175.26,Antonio McKee,172.72,-2.54,Jacob Volkmann,bajo
3731,Georges St-Pierre,180.34,Josh Koscheck,177.8,-2.54,Georges St-Pierre,bajo
3732,Stefan Struve,210.82,Sean McCorkle,200.66,-10.16,Stefan Struve,bajo
3733,Thiago Alves,175.26,John Howard,170.18,-5.08,Thiago Alves,bajo
3734,Jonathan Brookins,182.88,Michael Johnson,177.8,-5.08,Jonathan Brookins,bajo
3735,Stephan Bonnar,193.04,Igor Pokrajac,182.88,-10.16,Stephan Bonnar,bajo
3736,Cody McKenzie,182.88,Aaron Wilkinson,177.8,-5.08,Cody McKenzie,bajo
3737,Phil Davis,187.96,Tim Boetsch,182.88,-5.08,Phil Davis,bajo
3738,Vladimir Matyushenko,182.88,Alexandre Ferreira,170.18,-12.7,Vladimir Matyushenko,bajo
3739,Pascal Krauss,185.42,Mark Scanlon,175.26,-10.16,Pascal Krauss,bajo
3740,Kyle Noke,185.42,Rob Kimmons,177.8,-7.62,Kyle Noke,bajo
3741,Brendan Schaub,193.04,Gabriel Gonzaga,187.96,-5.08,Brendan Schaub,bajo
3742,Chris Camozzi,187.96,Dongi Yang,177.8,-10.16,Chris Camozzi,bajo
3743,Michael Bisping,185.42,Yoshihiro Akiyama,177.8,-7.62,Michael Bisping,bajo
3744,Frank Mir,190.5,Mirko Cro Cop,187.96,-2.54,Frank Mir,bajo
3745,Melvin Guillard,175.26,Jeremy Stephens,172.72,-2.54,Melvin Guillard,bajo
3746,CB Dollaway,187.96,Joe Doerksen,182.88,-5.08,CB Dollaway,bajo
3747,Matt Mitrione,190.5,Joey Beltran,185.42,-5.08,Matt Mitrione,bajo
3748,Nate Marquardt,182.88,Rousimar Palhares,172.72,-10.16,Nate Marquardt,bajo
3749,Cole Miller,185.42,Ross Pearson,172.72,-12.7,Cole Miller,bajo
3750,Randy Couture,185.42,James Toney,175.26,-10.16,Randy Couture,bajo
3751,Nate Diaz,182.88,Marcus Davis,177.8,-5.08,Nate Diaz,bajo
3752,Anderson Silva,187.96,Chael Sonnen,185.42,-2.54,Anderson Silva,bajo
3753,Jon Fitch,182.88,Thiago Alves,175.26,-7.62,Jon Fitch,bajo
3754,Stefan Struve,210.82,Christian Morecraft,198.12,-12.7,Stefan Struve,bajo
3755,Jon Jones,193.04,Vladimir Matyushenko,182.88,-10.16,Jon Jones,bajo
3756,Brock Lesnar,190.5,Shane Carwin,187.96,-2.54,Brock Lesnar,bajo
3757,Chris Leben,180.34,Yoshihiro Akiyama,177.8,-2.54,Chris Leben,bajo
3758,George Sotiropoulos,177.8,Kurt Pellegrino,172.72,-5.08,George Sotiropoulos,bajo
3759,Brendan Schaub,193.04,Chris Tuchscherer,187.96,-5.08,Brendan Schaub,bajo
3760,Kendall Grove,198.12,Goran Reljic,190.5,-7.62,Kendall Grove,bajo
3761,Mirko Cro Cop,187.96,Pat Barry,180.34,-7.62,Mirko Cro Cop,bajo
3762,Ben Rothwell,193.04,Gilbert Yvel,187.96,-5.08,Ben Rothwell,bajo
3763,Carlos Condit,187.96,Rory MacDonald,182.88,-5.08,Carlos Condit,bajo
3764,James Wilks,185.42,Peter Sobotta,182.88,-2.54,James Wilks,bajo
3765,Mike Pyle,182.88,Jesse Lennox,175.26,-7.62,Mike Pyle,bajo
3766,Melvin Guillard,175.26,Waylon Lowe,170.18,-5.08,Melvin Guillard,bajo
3767,Josh Koscheck,177.8,Paul Daley,175.26,-2.54,Josh Koscheck,bajo
3768,Anderson Silva,187.96,Demian Maia,185.42,-2.54,Anderson Silva,bajo
3769,DaMarques Johnson,185.42,Brad Blackburn,177.8,-7.62,DaMarques Johnson,bajo
3770,Kenny Florian,177.8,Takanori Gomi,170.18,-7.62,Kenny Florian,bajo
3771,Ross Pearson,172.72,Dennis Siver,167.64,-5.08,Ross Pearson,bajo
3772,Andre Winner,180.34,Rafaello Oliveira,172.72,-7.62,Andre Winner,bajo
3773,Jacob Volkmann,175.26,Ronys Torres,170.18,-5.08,Jacob Volkmann,bajo
3774,Charlie Brenneman,177.8,Jason High,172.72,-5.08,Charlie Brenneman,bajo
3775,Matthew Riddle,185.42,Greg Soto,180.34,-5.08,Matthew Riddle,bajo
3776,Junior Dos Santos,193.04,Gabriel Gonzaga,187.96,-5.08,Junior Dos Santos,bajo
3777,Cheick Kongo,193.04,Paul Buentello,187.96,-5.08,Cheick Kongo,bajo
3778,Brendan Schaub,193.04,Chase Gormley,190.5,-2.54,Brendan Schaub,bajo
3779,Alexandre Pantoja,165.1,Manel Kape,165.1,0.0,Alexandre Pantoja,neutro
3780,Molly McCann,162.56,Lara Procopio,162.56,0.0,Lara Procopio,neutro
3781,Dustin Poirier,175.26,Conor McGregor,175.26,0.0,Dustin Poirier,neutro
3782,Jessica Eye,167.64,Joanne Calderwood,167.64,0.0,Joanne Calderwood,neutro
3783,Julianna Pena,167.64,Sara McMann,167.64,0.0,Julianna Pena,neutro
3784,Max Holloway,180.34,Calvin Kattar,180.34,0.0,Max Holloway,neutro
3785,Santiago Ponzinibbio,182.88,Li Jingliang,182.88,0.0,Li Jingliang,neutro
3786,Wu Yanan,172.72,Joselyne Edwards,172.72,0.0,Joselyne Edwards,neutro
3787,Carlos Felipe,182.88,Justin Tafa,182.88,0.0,Carlos Felipe,neutro
3788,Jimmy Flick,170.18,Cody Durden,170.18,0.0,Jimmy Flick,neutro
3789,Christos Giagos,177.8,Carlton Minus,177.8,0.0,Christos Giagos,neutro
3790,Junior Dos Santos,193.04,Ciryl Gane,193.04,0.0,Ciryl Gane,neutro
3791,Gian Villante,190.5,Jake Collier,190.5,0.0,Jake Collier,neutro
3792,Alan Jouban,182.88,Jared Gooden,182.88,0.0,Alan Jouban,neutro
3793,Ashley Yoder,170.18,Miranda Granger,170.18,0.0,Ashley Yoder,neutro
3794,Thiago Santos,187.96,Glover Teixeira,187.96,0.0,Glover Teixeira,neutro
3795,Joel Alvarez,190.5,Alexander Yakovlev,190.5,0.0,Joel Alvarez,neutro
3796,Said Nurmagomedov,172.72,Mark Striegl,172.72,0.0,Said Nurmagomedov,neutro
3797,Yorgan De Castro,182.88,Carlos Felipe,182.88,0.0,Carlos Felipe,neutro
3798,Hakeem Dawodu,172.72,Zubaira Tukhugov,172.72,0.0,Hakeem Dawodu,neutro
3799,Shane Young,172.72,Ludovit Klein,172.72,0.0,Ludovit Klein,neutro
3800,Mackenzie Dern,162.56,Randa Markos,162.56,0.0,Mackenzie Dern,neutro
3801,Mayra Bueno Silva,167.64,Mara Romero Borella,167.64,0.0,Mayra Bueno Silva,neutro
3802,Michelle Waterson,160.02,Angela Hill,160.02,0.0,Michelle Waterson,neutro
3803,Anthony Smith,193.04,Aleksandar Rakic,193.04,0.0,Aleksandar Rakic,neutro
3804,Alessio Di Chirico,182.88,Zak Cummings,182.88,0.0,Zak Cummings,neutro
3805,Polyana Viana,165.1,Emily Whitmire,165.1,0.0,Polyana Viana,neutro
3806,Pedro Munhoz,167.64,Frankie Edgar,167.64,0.0,Frankie Edgar,neutro
3807,Mariya Agapova,167.64,Shana Dobson,167.64,0.0,Shana Dobson,neutro
3808,Daniel Rodriguez,185.42,Dwight Grant,185.42,0.0,Daniel Rodriguez,neutro
3809,Junior Dos Santos,193.04,Jairzinho Rozenstruik,193.04,0.0,Jairzinho Rozenstruik,neutro
3810,Youssef Zalal,177.8,Peter Barrett,177.8,0.0,Youssef Zalal,neutro
3811,Robert Whittaker,182.88,Darren Till,182.88,0.0,Robert Whittaker,neutro
3812,Movsar Evloev,170.18,Mike Grundy,170.18,0.0,Movsar Evloev,neutro
3813,Ariane Lipski,167.64,Luana Carolina,167.64,0.0,Ariane Lipski,neutro
3814,Ricardo Ramos,175.26,Lerone Murphy,175.26,0.0,Lerone Murphy,neutro
3815,Petr Yan,170.18,Jose Aldo,170.18,0.0,Petr Yan,neutro
3816,Elizeu Zaleski dos Santos,180.34,Muslim Salikhov,180.34,0.0,Muslim Salikhov,neutro
3817,Marcin Tybura,190.5,Maxim Grishin,190.5,0.0,Marcin Tybura,neutro
3818,Karol Rosa,165.1,Vanessa Melo,165.1,0.0,Karol Rosa,neutro
3819,Philipe Lins,187.96,Tanner Boser,187.96,0.0,Tanner Boser,neutro
3820,Takashi Sato,177.8,Jason Witt,177.8,0.0,Takashi Sato,neutro
3821,Jordan Griffin,177.8,Youssef Zalal,177.8,0.0,Youssef Zalal,neutro
3822,Jordan Espinosa,167.64,Mark De La Rosa,167.64,0.0,Jordan Espinosa,neutro
3823,Cody Stamann,167.64,Brian Kelleher,167.64,0.0,Cody Stamann,neutro
3824,Charles Byrd,177.8,Maki Pitolo,177.8,0.0,Maki Pitolo,neutro
3825,Alonzo Menifield,182.88,Devin Clark,182.88,0.0,Devin Clark,neutro
3826,Krzysztof Jotko,185.42,Eryk Anders,185.42,0.0,Krzysztof Jotko,neutro
3827,Song Yadong,172.72,Marlon Vera,172.72,0.0,Song Yadong,neutro
3828,Tony Ferguson,180.34,Justin Gaethje,180.34,0.0,Justin Gaethje,neutro
3829,Francis Ngannou,193.04,Jairzinho Rozenstruik,193.04,0.0,Francis Ngannou,neutro
3830,Alex Oliveira,180.34,Max Griffin,180.34,0.0,Alex Oliveira,neutro
3831,Marcin Tybura,190.5,Serghei Spivac,190.5,0.0,Marcin Tybura,neutro
3832,Sean Brady,177.8,Ismail Naurdiev,177.8,0.0,Sean Brady,neutro
3833,Jake Matthews,180.34,Emil Meek,180.34,0.0,Jake Matthews,neutro
3834,Callan Potter,182.88,Song Kenan,182.88,0.0,Song Kenan,neutro
3835,Francis Ngannou,193.04,Junior Dos Santos,193.04,0.0,Francis Ngannou,neutro
3836,Dan Ige,170.18,Kevin Aguilar,170.18,0.0,Dan Ige,neutro
3837,Amanda Nunes,172.72,Holly Holm,172.72,0.0,Amanda Nunes,neutro
3838,Jorge Masvidal,180.34,Ben Askren,180.34,0.0,Jorge Masvidal,neutro
3839,Caludia Gadelha,162.56,Randa Markos,162.56,0.0,Caludia Gadelha,neutro
3840,Julia Avila,170.18,Pannie Kianzad,170.18,0.0,Julia Avila,neutro
3841,Urijah Faber,167.64,Ricky Simon,167.64,0.0,Urijah Faber,neutro
3842,Darren Elkins,177.8,Ryan Hall,177.8,0.0,Ryan Hall,neutro
3843,Greg Hardy,195.58,Juan Adams,195.58,0.0,Greg Hardy,neutro
3844,Alexander Hernandez,175.26,Francisco Trinaldo,175.26,0.0,Alexander Hernandez,neutro
3845,Alex Caceres,177.8,Steven Peterson,177.8,0.0,Alex Caceres,neutro
3846,Marc-Andre Barriault,185.42,Krzystof Jotko,185.42,0.0,Krzystof Jotko,neutro
3847,Hakeem Dawodu,172.72,Yoshinori Horie,172.72,0.0,Hakeem Dawodu,neutro
3848,Alexandre Pantoja,165.1,Deiveson Figueiredo,165.1,0.0,Deiveson Figueiredo,neutro
3849,Colby Covington,180.34,Robbie Lawler,180.34,0.0,Colby Covington,neutro
3850,Antonina Shevchenko,172.72,Lucie Pudilova,172.72,0.0,Antonina Shevchenko,neutro
3851,Jon Jones,193.04,Dominick Reyes,193.04,0.0,Jon Jones,neutro
3852,Andre Ewell,172.72,Jonathan Martinez,172.72,0.0,Andre Ewell,neutro
3853,Austin Lingo,177.8,Youssef Zalel,177.8,0.0,Youssef Zalel,neutro
3854,Rodolfo Vieira,182.88,Oskar Piechota,182.88,0.0,Rodolfo Vieira,neutro
3855,Kazula Vargas,172.72,Alex Da Silva,172.72,0.0,Alex Da Silva,neutro
3856,Hannah Cifers,154.94,Jodie Esquibel,154.94,0.0,Hannah Cifers,neutro
3857,Damir Ismagulov,175.26,Thiago Moises,175.26,0.0,Damir Ismagulov,neutro
3858,Edson Barboza,180.34,Paul Felder,180.34,0.0,Paul Felder,neutro
3859,Mairbek Taisumov,175.26,Diego Ferreira,175.26,0.0,Diego Ferreira,neutro
3860,Joanne Calderwood,167.64,Andrea Lee,167.64,0.0,Joanne Calderwood,neutro
3861,Omari Akhmedov,182.88,Zak Cummings,182.88,0.0,Omari Akhmedov,neutro
3862,Marcin Tybura,190.5,Augusto Sakai,190.5,0.0,Augusto Sakai,neutro
3863,Kyle Prepolec,177.8,Austin Hubbard,177.8,0.0,Austin Hubbard,neutro
3864,Marco Polo Reyes,180.34,Kyle Nelson,180.34,0.0,Kyle Nelson,neutro
3865,Ion Cutelaba,185.42,Khalil Rountree Jr.,185.42,0.0,Ion Cutelaba,neutro
3866,Nicolas Dalby,180.34,Alex Oliveira,180.34,0.0,Nicolas Dalby,neutro
3867,Justin Tafa,182.88,Yorgan De Castro,182.88,0.0,Yorgan De Castro,neutro
3868,Curtis Blaydes,193.04,Junior Dos Santos,193.04,0.0,Curtis Blaydes,neutro
3869,Jordan Espinosa,167.64,Alex Perez,167.64,0.0,Alex Perez,neutro
3870,Bevon Lewis,190.5,Dequan Townsend,190.5,0.0,Bevon Lewis,neutro
3871,Arnold Allen,172.72,Nik Lentz,172.72,0.0,Arnold Allen,neutro
3872,Herbert Burns,175.26,Nate Landwehr,175.26,0.0,Herbert Burns,neutro
3873,Eryk Anders,185.42,Gerald Meerschaert,185.42,0.0,Eryk Anders,neutro
3874,Max Griffin,180.34,Alex Morono,180.34,0.0,Alex Morono,neutro
3875,Marlon Vera,172.72,Andre Ewell,172.72,0.0,Marlon Vera,neutro
3876,JJ Aldrich,165.1,Lauren Mueller,165.1,0.0,JJ Aldrich,neutro
3877,Maycee Barber,165.1,Gillian Robertson,165.1,0.0,Maycee Barber,neutro
3878,Randy Costa,175.26,Boston Salmon,175.26,0.0,Randy Costa,neutro
3879,Michael Johnson,177.8,Stevie Ray,177.8,0.0,Stevie Ray,neutro
3880,Frank Camacho,177.8,Beneil Dariush,177.8,0.0,Beneil Dariush,neutro
3881,Enrique Barzola,170.18,Movsar Evloev,170.18,0.0,Movsar Evloev,neutro
3882,Ricardo Ramos,175.26,Eduardo Garagorri,175.26,0.0,Ricardo Ramos,neutro
3883,Vanessa Melo,165.1,Tracy Cortez,165.1,0.0,Tracy Cortez,neutro
3884,Volkan Oezdemir,193.04,Aleksandar Rakic,193.04,0.0,Volkan Oezdemir,neutro
3885,Dooho Choi,175.26,Charles Jourdain,175.26,0.0,Charles Jourdain,neutro
3886,Da Un Jung,193.04,Mike Rodriguez,193.04,0.0,Da Un Jung,neutro
3887,Heili Alateng,165.1,Ryan Benoit,165.1,0.0,Heili Alateng,neutro
3888,Alistair Overeem,193.04,Jairzinho Rozenstruik,193.04,0.0,Jairzinho Rozenstruik,neutro
3889,Aspen Ladd,167.64,Yana Kunitskaya,167.64,0.0,Aspen Ladd,neutro
3890,Tatiana Suarez,165.1,Nina Ansaroff,165.1,0.0,Tatiana Suarez,neutro
3891,Eddie Wineland,170.18,Grigorii Popov,170.18,0.0,Eddie Wineland,neutro
3892,Tonya Evinger,170.18,Lina Lansberg,170.18,0.0,Lina Lansberg,neutro
3893,Darko Stosic,182.88,Devin Clark,182.88,0.0,Devin Clark,neutro
3894,Danny Roberts,185.42,Michel Pereira,185.42,0.0,Michel Pereira,neutro
3895,Zak Cummings,182.88,Trevin Giles,182.88,0.0,Zak Cummings,neutro
3896,Talita Bernardo,162.56,Viviane Araujo,162.56,0.0,Viviane Araujo,neutro
3897,Derek Brunson,185.42,Elias Theodorou,185.42,0.0,Derek Brunson,neutro
3898,Brad Katona,167.64,Merab Dvalishvili,167.64,0.0,Merab Dvalishvili,neutro
3899,Marc-Andre Barriault,185.42,Andrew Sanchez,185.42,0.0,Andrew Sanchez,neutro
3900,Jacare Souza,185.42,Jack Hermansson,185.42,0.0,Jack Hermansson,neutro
3901,Andrei Arlovski,190.5,Augusto Sakai,190.5,0.0,Augusto Sakai,neutro
3902,Sergei Pavlovich,190.5,Marcelo Golm,190.5,0.0,Sergei Pavlovich,neutro
3903,Sultan Aliev,180.34,Keita Nakamura,180.34,0.0,Sultan Aliev,neutro
3904,Marcin Tybura,190.5,Shamil Abdurakhimov,190.5,0.0,Shamil Abdurakhimov,neutro
3905,Magomed Mustafaev,172.72,Rafael Fiziev,172.72,0.0,Magomed Mustafaev,neutro
3906,Eryk Anders,185.42,Khalil Rountree Jr.,185.42,0.0,Khalil Rountree Jr.,neutro
3907,Ovince Saint Preux,190.5,Nikita Krylov,190.5,0.0,Nikita Krylov,neutro
3908,Edson Barboza,180.34,Justin Gaethje,180.34,0.0,Justin Gaethje,neutro
3909,David Branch,185.42,Jack Hermansson,185.42,0.0,Jack Hermansson,neutro
3910,Karolina Kowalkiewicz,160.02,Michelle Waterson,160.02,0.0,Michelle Waterson,neutro
3911,Enrique Barzola,170.18,Kevin Aguilar,170.18,0.0,Kevin Aguilar,neutro
3912,Sabina Mazo,170.18,Maryna Moroz,170.18,0.0,Maryna Moroz,neutro
3913,Alex Perez,167.64,Mark De La Rosa,167.64,0.0,Alex Perez,neutro
3914,Jussier Formiga,165.1,Deiveson Figueiredo,165.1,0.0,Jussier Formiga,neutro
3915,Maycee Barber,165.1,JJ Aldrich,165.1,0.0,Maycee Barber,neutro
3916,Bryce Mitchell,177.8,Bobby Moffett,177.8,0.0,Bryce Mitchell,neutro
3917,Eric Shelton,167.64,Jordan Espinosa,167.64,0.0,Jordan Espinosa,neutro
3918,Marc Diakiese,177.8,Joe Duffy,177.8,0.0,Marc Diakiese,neutro
3919,Tim Boetsch,182.88,Omari Akhmedov,182.88,0.0,Omari Akhmedov,neutro
3920,Anthony Rocco Martin,182.88,Sergio Moraes,182.88,0.0,Anthony Rocco Martin,neutro
3921,Marion Reneau,167.64,Yana Kunitskaya,167.64,0.0,Yana Kunitskaya,neutro
3922,Alex Morono,180.34,Zak Ottow,180.34,0.0,Alex Morono,neutro
3923,Alex White,182.88,Dan Moret,182.88,0.0,Alex White,neutro
3924,Jon Jones,193.04,Anthony Smith,193.04,0.0,Jon Jones,neutro
3925,Robbie Lawler,180.34,Ben Askren,180.34,0.0,Ben Askren,neutro
3926,Cody Stamann,167.64,Alejandro Perez,167.64,0.0,Cody Stamann,neutro
